product_id,name,category,subcategory,gender,price,colors,styles,fit,occasions,image_url,brand,delivery_days
P085,Campus Sutra Men Navy & Grey Melange Standard Regular Fit Colourblocked Casual Shirt,top,shirt,Men,1299,"['grey', 'navy']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10017053/2019/6/20/6e8816c7-184e-441d-9874-75b5bad49b031561013903831-Campus-Sutra-Men-Navy-Blue--Grey-Regular-Fit-Colourblocked-C-1.jpg,Campus Sutra,3
P086,U.S. Polo Assn. Kids Boys Navy Hooded Sweatshirt,outerwear,sweatshirt,Boys,1234,['navy'],['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/1000905/2016/8/17/11471422026563-US-Polo-Assn-Kids-Boys-Sweatshirts-9281471422026445-1.jpg,U.S. Polo Assn. Kids,2
P087,DressBerry Off-White Sequinned Top,top,top,Women,699,['white'],['partywear'],regular,"['date', 'farewell', 'party']",http://assets.myntassets.com/assets/images/1001423/2015/12/31/11451540114047-DressBerry-Women-Tops-7971451540113634-1.jpg,DressBerry,2
P088,BuckleUp Women Blue Textured Belt,accessory,belt,Women,449,['blue'],['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/1e8806c4-d848-48a5-9661-9ac972960b951560382579314-1.jpg,BuckleUp,3
P089,Gini and Jony Boys Black & White Regular Fit Printed Trousers,bottom,trousers,Boys,1049,"['black', 'white']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10003183/2019/6/17/5023aa2b-1282-43c0-a729-4418427ea0141560768416053-Gini-and-Jony-Boys-Trousers-6291560768414995-1.jpg,Gini and Jony,5
P090,PARFAIT Plus Size Women Lavender Lace Boy Shorts 2805,bottom,shorts,Women,899,['lavender'],['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10013567/2019/7/16/0044a08a-03ac-44fc-b8de-62ab9aae1ad61563279127115-PARFAIT-Women-Lavender-Self-Design-Boy-Shorts-2805-607156327-1.jpg,PARFAIT,5
P091,Parx Men Maroon Slim Fit Printed Casual Shirt,top,shirt,Men,717,['maroon'],['casual'],slim,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/b92f9ae4-9e35-45b2-8e64-1525e9621f251560381902706-1.jpg,Parx,6
P092,ColorPlus Men Blue Regular Fit Checked Formal Trousers,bottom,trousers,Men,1199,['blue'],['formal'],regular,"['business', 'interview', 'office']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/c6f4b689-886d-4185-956b-312602cf22031560423353958-1.jpg,ColorPlus,4
P093,Parx Men Off-White & Blue Slim Fit Printed Casual Shirt,top,shirt,Men,764,"['blue', 'white']",['casual'],slim,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/9d815378-e6a8-4811-8ca3-a33224c8baf41560406773272-1.jpg,Parx,2
P094,HIGHLANDER Men Grey Slim Fit Self Design Regular Trousers,bottom,trousers,Men,1299,['grey'],['casual'],slim,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/1684990c-6143-48e3-b96b-ef114a7eb0301560448023277-1.jpg,HIGHLANDER,2
P095,Parx Men Beige Slim Fit Solid Regular Trousers,bottom,trousers,Men,919,['beige'],['minimalist'],slim,"['casual', 'office']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/08c31406-bb4d-4c4a-9b13-2cec8254cb901560338308822-1.jpg,Parx,7
P096,Tokyo Talkies Women Green Solid Top,top,top,Women,699,['green'],['minimalist'],regular,"['casual', 'office']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/3c4b361b-de98-41b3-954b-22f6d65f3f451560387551668-1.jpg,Tokyo Talkies,7
P097,BuckleUp Women Tan Textured Belt,accessory,belt,Women,449,['multicolor'],['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/7011afee-d7a2-4aa0-9251-fc98930144451560448153298-1.jpg,BuckleUp,4
P098,SPYKAR Women Black Alexa Super Skinny Fit High-Rise Clean Look Stretchable Jeans,bottom,jeans,Women,1999,['black'],['minimalist'],slim,"['casual', 'office']",http://assets.myntassets.com/assets/images/10009715/2019/7/3/53d46631-ca89-4e37-abaf-d162e6fbf1481562153739542-SPYKAR-Women-Black-Super-Skinny-Fit-High-Rise-Clean-Look-Str-1.jpg,SPYKAR,2
P099,Campus Sutra Men Blue & White Ombre-Dyed Henley Neck T-shirt,top,t-shirt,Men,699,"['blue', 'white']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10017079/2019/6/20/3345c163-aff4-44eb-9f6e-8d72851c44fc1561026297110-Campus-Sutra-Men-Blue-Colourblocked-Henley-Neck-T-shirt-5751-1.jpg,Campus Sutra,4
P100,Allen Solly Woman Women White Printed Top,top,top,Women,740,['white'],['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/c1c4b7aa-ffa6-429c-8863-71f041ed1a3d1560361554750-1.jpg,Allen Solly Woman,5
P101,Palm Tree Girls Pink Solid Bomber Jacket,outerwear,bomber-jacket,Girls,1499,['pink'],['minimalist'],regular,"['casual', 'office']",http://assets.myntassets.com/assets/images/10003177/2019/10/30/e496e47b-1f33-4a3f-bc64-ccc6810263cd1572416479066-Palm-Tree-Girls-Jackets-4071572416477572-1.jpg,Palm Tree,7
P102,Arrow Taupe Tapered Fit Formal Trousers,bottom,trousers,Men,1169,['multicolor'],['formal'],regular,"['business', 'interview', 'office']",http://assets.myntassets.com/assets/images/1001774/2015/11/5/11446707965927-Arrow-Grey-Tapered-Fit-Autoflex-Formal-Trousers-3351446707965414-1.jpg,Arrow,3
P103,Difference of Opinion Men Mustard Yellow Solid Round Neck T-shirt with Printed Detailing,top,t-shirt,Men,499,"['mustard', 'yellow']",['minimalist'],regular,"['casual', 'office']",http://assets.myntassets.com/assets/images/10005885/2020/2/12/d006a301-995c-40b1-b4ef-df79106061231581506517736-Difference-of-Opinion-Men-Mustard-Yellow-Checked-Round-Neck--1.jpg,Difference of Opinion,2
P104,HIGHLANDER Men Grey & Black Striped Round Neck T-shirt,top,t-shirt,Men,699,"['black', 'grey']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10004169/2019/8/5/808863a5-125e-42f1-89b3-700005a9094c1565005877432-HIGHLANDER-Men-Grey--Black-Striped-Round-Neck-T-shirt-764156-1.jpg,HIGHLANDER,5
P105,DKNY Unisex Silver Medium Trolley Bag,bag,bag,Unisex,12375,['silver'],['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10017441/2020/3/6/4e8b6543-8332-44f8-8de6-77bf9f85bb651583495640231DKNYUnisexSilverMediumTrolleyBag1.jpg,DKNY,2
P106,Raymond Men Green Printed Polo Collar T-shirt,top,t-shirt,Men,944,['green'],['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/75df6fe8-62c1-4119-ae30-8181bb21eff51560376474953-1.jpg,Raymond,2
P107,AccessHer Gold-Toned & Yellow Classic Drop Earrings,accessory,earrings,Women,540,"['gold', 'yellow']",['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10014817/2019/12/14/cdbce802-0691-4d18-9e61-ef0a3252ff0b1576303858765-AccessHer-Gold-Toned--Yellow-Classic-Drop-Earrings-200157630-1.jpg,AccessHer,3
P108,MANGO Women Black & Yellow Floral Print Layered Top,top,top,Women,1596,"['black', 'yellow']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/11/42736395-f7e2-4620-bade-900261c636301560231341647-1.jpg,MANGO,3
P109,Park Avenue Women Maroon Self Design Top,top,top,Women,569,['maroon'],['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/c654e6c8-d481-47c9-a81c-1b20817b13081560302676257-1.jpg,Park Avenue,4
P110,ahilya Maroon Gold-Plated Sterling Silver Hoop Earrings,accessory,earrings,Women,5998,"['gold', 'maroon', 'silver']",['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/1000717/2015/11/6/11446789995890-ahilya-Maroon-Gold-Plated-Sterling-Silver-Hoop-Earrings-1031446789995705-1.jpg,ahilya,3
P111,Urban Dog Men Charcoal Black Printed Regular Fit Sports Shorts,bottom,shorts,Men,399,['black'],['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/5e12d7bf-7ca5-4fc1-9e46-0d9b34abc7671560398997102-1.jpg,Urban Dog,2
P112,ID Men Beige Solid Leather Mid-Top Flat Boots,top,top,Men,3285,['beige'],['minimalist'],regular,"['casual', 'office']",http://assets.myntassets.com/assets/images/10006081/2020/2/28/e3823223-36ac-459c-a315-9993c12e75fe1582883013739-ID-Men-Beige-Solid-Leather-Mid-Top-Flat-Boots-14915828830127-1.jpg,ID,3
P113,Carrera Men Tan Brown Flat Boots,footwear,boots,Men,5299,['brown'],['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10017167/2019/6/14/2c77775d-2be8-41a9-a1a1-a923932f04371560500461464-Carrera-Men-Tan-Flat-Boots-5171560500460823-1.jpg,Carrera,7
P114,Campus Sutra Men Red & Black Standard Regular Fit Checked Casual Shirt,top,shirt,Men,699,"['black', 'red']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10017031/2019/6/20/29e58d0a-c31c-48ef-93dd-1d5a9cc9ee881561014422842-Campus-Sutra-Men-Red--Black-Regular-Fit-Checked-Casual-Shirt-1.jpg,Campus Sutra,7
P115,Gini and Jony Boys Black Regular Fit Solid Chinos,bottom,chinos,Boys,839,['black'],['minimalist'],regular,"['casual', 'office']",http://assets.myntassets.com/assets/images/10003277/2019/6/17/9d7bd50d-5ccf-4868-b2ad-d0ec8f6009ca1560763747072-Gini-and-Jony-Boys-Black-Regular-Fit-Solid-Chinos-2521560763-1.jpg,Gini and Jony,5
P116,DKNY Unisex Maroon Solid Leather Backpack with Pouch,bag,backpack,Unisex,9765,['maroon'],['minimalist'],,"['casual', 'office']",http://assets.myntassets.com/assets/images/10017439/2020/3/6/cba1fa06-ed32-408a-901a-bcb18c4caabf1583495682248DKNYUnisexMaroonSolidLeatherBackpackwithPouch1.jpg,DKNY,4
P117,Parx Men Khaki Tapered Fit Solid Regular Trousers,bottom,trousers,Men,804,['khaki'],['minimalist'],regular,"['casual', 'office']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/96abfb67-ba9b-4bfa-814a-3ae8ecbe0c5c1560302246307-1.jpg,Parx,4
P118,Raymond Men Maroon Striped Polo Collar T-shirt,top,t-shirt,Men,999,['maroon'],['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/80a163c8-da20-433e-9c66-6c6c5f9ac51b1560332668816-1.jpg,Raymond,7
P119,Gini and Jony Girls Navy Blue Denim Striped Pinafore Dress,dress,dress,Girls,1539,"['blue', 'navy']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10003051/2019/6/17/b8cec339-8ebf-4994-9a61-2eafe032c1531560768192317-Gini-and-Jony-Girls-Dresses-3501560768190962-1.jpg,Gini and Jony,5
P120,Parx Men White & Blue Slim Fit Printed Casual Shirt,top,shirt,Men,639,"['blue', 'white']",['casual'],slim,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/c2aea12d-0d97-4ae0-a680-34d209319b021560410989475-1.jpg,Parx,3
P121,Urban Dog Men Black Printed Regular Fit Sports Shorts,bottom,shorts,Men,399,['black'],['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/93a1c0a3-ab3e-4438-b7ab-75f87fd5f9891560384715833-1.jpg,Urban Dog,6
P122,Campus Sutra Men Blue Standard Regular Fit Checked Casual Shirt,top,shirt,Men,599,['blue'],['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10017043/2019/6/20/4ad6ad60-7778-48d2-b1f0-7b3d7ddb4da61561027343682-Campus-Sutra-Men-Navy-Blue-Standard-Regular-Fit-Checked-Casu-1.jpg,Campus Sutra,7
P123,EthnoVogue Women Coral Pink & Orange Printed Made to Measure Printed Maxi Dress,dress,maxi-dress,Women,4573,"['coral', 'orange', 'pink']",['partywear'],regular,"['date', 'farewell', 'party']",http://assets.myntassets.com/assets/images/10016271/2019/8/20/4ea7ecef-0df0-48f8-a99f-58f33d776f5e1566284051297-Bollywood-Vogue-Pink-Custom-Made-Embroidered-Gown-6641566284-1.jpg,EthnoVogue,7
P124,Tokyo Talkies Women Burgundy Solid Top,top,top,Women,293,['multicolor'],['minimalist'],regular,"['casual', 'office']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/65fbba47-8294-4c43-ae10-767c6a486b291560328411665-1.jpg,Tokyo Talkies,6
P125,Parx Men Blue & Yellow Slim Fit Checked Casual Shirt,top,shirt,Men,839,"['blue', 'yellow']",['casual'],slim,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/1ffaec5f-d074-422c-ad4a-d1bb5e6a75701560329678640-1.jpg,Parx,3
P126,Gini and Jony Boys Navy Blue Slim Fit Printed Regular Trousers,bottom,trousers,Boys,1189,"['blue', 'navy']",['casual'],slim,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10003303/2019/8/21/ea72cf1c-3bcb-4e36-9d09-31d8c8a93e6d1566379446288-Gini-and-Jony-Boys-Trousers-7051566379445685-1.jpg,Gini and Jony,6
P127,Shoe Couture Women White & Black Applique Detail Sneakers,footwear,sneakers,Women,1214,"['black', 'white']",['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10001425/2019/6/18/37660a29-952a-4ade-beb2-d4fd98e5cc491560837375207-White-Casual-Sneakers-5871560837374694-1.jpg,Shoe Couture,5
P128,Parx Men Red & Blue Slim Fit Checked Casual Shirt,top,shirt,Men,779,"['blue', 'red']",['casual'],slim,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/55d2719a-4d95-4672-8a3c-002eda1c8a821560327833531-1.jpg,Parx,3
P129,HARBORNBAY Men Navy Blue & Grey Striped Henley Neck T-shirt,top,t-shirt,Men,448,"['blue', 'grey', 'navy']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10011181/2019/7/1/17da6ee7-0cb3-4051-9332-9e5b55c99aed1561982289929-Striped-Henley-T-Shirt-61561982288326-1.jpg,HARBORNBAY,6
P130,Difference of Opinion Men Black Printed Round Neck T-shirt,top,t-shirt,Men,499,['black'],['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10005911/2019/7/9/a1377232-067e-42d1-bc4a-ae05ce751c1a1562667286528-Difference-of-Opinion-Men-Black-Printed-Round-Neck-T-shirt-4-1.jpg,Difference of Opinion,3
P131,SPYKAR Women Blue Alicia Super Skinny Fit Low-Rise Clean Look Stretchable Cropped Jeans,bottom,jeans,Women,989,['blue'],['minimalist'],slim,"['casual', 'office']",http://assets.myntassets.com/assets/images/10009771/2019/7/10/412ee473-280b-4dcb-8aad-798ee443acd81562749930608-SPYKAR-Women-Jeans-4181562749928580-1.jpg,SPYKAR,5
P132,Parx Men Blue Slim Fit Self Design Regular Trousers,bottom,trousers,Men,879,['blue'],['casual'],slim,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/f98364bb-e36b-471b-abfb-69eb685636c81560421376973-1.jpg,Parx,4
P133,Gini and Jony Boys Navy Blue Dyed Printed Round Neck T-shirt,top,t-shirt,Boys,699,"['blue', 'navy']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10005261/2019/6/17/5d1294d6-f576-454f-b8f1-e4065ea3f8d31560764572597-Gini-and-Jony-Boys-Navy-Blue-Printed-Round-Neck-T-shirt-2191-1.jpg,Gini and Jony,6
P134,Palm Tree Girls Cream-Coloured & Yellow Floral Print A-Line Dress with Belt,dress,dress,Girls,629,"['cream', 'yellow']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10003011/2019/7/15/8e13931b-5fe3-4c4a-9590-cc05cd0090971563177938111-Palm-Tree-Girls-Cream-Coloured--Yellow-A-Line-Dress-40315631-1.jpg,Palm Tree,2
P135,Raymond Men Grey Slim Fit Solid Formal Trousers,bottom,trousers,Men,1299,['grey'],"['formal', 'minimalist']",slim,"['business', 'casual', 'interview', 'office']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/9d7e4f15-6047-45a5-aea9-db665e1a54fb1560311632673-1.jpg,Raymond,5
P136,Palm Tree Boys White & Grey Printed Polo Collar T-shirt,top,t-shirt,Boys,629,"['grey', 'white']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10003085/2019/7/24/0b02d7b6-bfd7-4039-9e10-8f9413a478f51563963507973-Palm-Tree-Boys-White--Grey-Printed-Polo-Collar-T-shirt-91715-1.jpg,Palm Tree,6
P137,SPYKAR Women Blue Elissa Bootcut High-Rise Clean Look Stretchable Ankle Jeans,bottom,jeans,Women,1099,['blue'],['minimalist'],regular,"['casual', 'office']",http://assets.myntassets.com/assets/images/10009711/2019/7/4/ca3ca9ef-28c6-4907-bb33-1814382cc3a31562241884179-SPYKAR-Women-Blue-Bootcut-High-Rise-Clean-Look-Stretchable-J-1.jpg,SPYKAR,6
P138,Keds Women Multicoloured Iridescent Effect Slip-On Sneakers,footwear,slip-on,Women,3899,['multicolor'],['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10015937/2019/7/17/a8cd78af-9545-46c8-b3f4-944d7bdce8aa1563345607913-Keds-Women-Multicoloured-Slip-On-Sneakers-4631563345606799-1.jpg,Keds,4
P139,Parx Men Blue Slim Fit Colourblocked Casual Shirt,top,shirt,Men,759,['blue'],['casual'],slim,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/17c48bfd-3069-4057-8a49-f7f9d4a732e81560328315986-1.jpg,Parx,4
P140,Parx Men Grey Solid Sweater,outerwear,sweater,Men,944,['grey'],['minimalist'],regular,"['casual', 'office']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/39664525-3fca-4e37-99f6-8b16fe606e931560398731800-1.jpg,Parx,3
P141,Parx Men Grey Slim Fit Printed Casual Shirt,top,shirt,Men,759,['grey'],['casual'],slim,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/0790e018-d5e3-4f45-b2f9-a265d1fb4e6b1560405752122-1.jpg,Parx,7
P142,ID Men Olive Green Leather Derbys,footwear,derbys,Men,2985,"['green', 'olive']",['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/d81ffaa0-9c69-4fc7-9ee2-4997a03b02401560302795629-1.jpg,ID,7
P143,Gini and Jony Girls Blue Printed Round Neck T-shirt,top,t-shirt,Girls,629,['blue'],['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10003439/2019/7/19/a49605df-1473-4b48-8c07-e1efbe1d10db1563530773585-Gini-and-Jony-Girls-Tops-7251563530772542-1.jpg,Gini and Jony,5
P144,HARBORNBAY Women Red & Silver Printed Round Neck T-shirt,top,t-shirt,Women,401,"['red', 'silver']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10011163/2019/7/1/129c33c0-be38-45d0-9ed9-bd702f06f9601561978941702-Printed-Round-Neck-T-shirt-4061561978940342-1.jpg,HARBORNBAY,7
P145,Aj DEZInES Boys Red Printed Kurta with Pyjamas,top,kurta,Boys,389,['red'],"['ethnic', 'minimalist']",regular,"['casual', 'festival', 'office', 'wedding']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/4d260ad1-afd5-45e4-bdc9-2391fd73f90e1560361614796-1.jpg,Aj DEZInES,6
P146,Gini and Jony Boys Blue Regular Fit Mid-Rise Clean Look Stretchable Jeans,bottom,jeans,Boys,979,['blue'],['minimalist'],regular,"['casual', 'office']",http://assets.myntassets.com/assets/images/10003027/2019/6/17/3eb1aa0a-2d12-4b83-ab38-62399ab34fe21560763640479-Gini-and-Jony-Boys-Blue-Regular-Fit-Mid-Rise-Clean-Look-Stre-1.jpg,Gini and Jony,6
P147,AccessHer Gold-Plated & Blue Geometric Drop Earrings,accessory,earrings,Women,443,"['blue', 'gold']",['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10014845/2019/7/12/7b103d7a-96b7-457e-8198-c3795e1921411562920688907-AccessHer-Gold-Plated--Blue-Geometric-Drop-Earrings-19115629-3.jpg,AccessHer,4
P148,Monte Carlo Women Navy Blue Skinny Fit Mid-Rise Clean Look Jeans,bottom,jeans,Women,1501,"['blue', 'navy']",['minimalist'],slim,"['casual', 'office']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/3c5784f9-dcd0-4c8f-a443-5aebc75383b91560386694252-1.jpg,Monte Carlo,3
P149,ID Men Tan Brown Comfort Sandals,footwear,sandals,Men,1785,['brown'],['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/8c6a8d45-bdb0-4155-a27f-49c491a98e9b1560382206083-1.jpg,ID,6
P150,Gini and Jony Boys Blue Slim Fit Mid-Rise Clean Look Jeans,bottom,jeans,Boys,1019,['blue'],['minimalist'],slim,"['casual', 'office']",http://assets.myntassets.com/assets/images/10002963/2019/7/18/162192ef-f65e-4e27-96e6-0decc71d5a231563445418453-Gini-and-Jony-Boys-Blue-Slim-Fit-Mid-Rise-Clean-Look-Jeans-9-1.jpg,Gini and Jony,2
P151,ahilya Imperial Filigree Collection Gold-Plated Sterling Silver Drop Earrings,accessory,earrings,Women,6120,"['gold', 'silver']",['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/1000718/2016/2/1/11454326199428-ahilya-Women-Earrings-4461454326199342-1.jpg,ahilya,2
P152,Parx Men White Printed Polo Collar T-shirt,top,t-shirt,Men,679,['white'],['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/62aa4d63-faab-4aa0-992b-97d26d47699f1560359128258-1.jpg,Parx,6
P153,SPYKAR Women Blue Alexa Super Skinny Fit High-Rise Clean Look Stretchable Jeans,bottom,jeans,Women,999,['blue'],['minimalist'],slim,"['casual', 'office']",http://assets.myntassets.com/assets/images/10009743/2019/7/3/932b0b51-57b3-4808-82b8-c4d22b36f51f1562148814973-SPYKAR-Women-Blue-Super-Skinny-Fit-High-Rise-Clean-Look-Stre-1.jpg,SPYKAR,3
P154,Tokyo Talkies Women Teal Floral Printed Peplum Top,top,top,Women,699,['multicolor'],['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/8ae2523e-8da4-4ac7-82d3-2df91fa31c0d1560324016218-1.jpg,Tokyo Talkies,6
P155,Gini and Jony Girls Chambray Blue & White Printed Chambray Top with Shorts,top,top,Girls,1469,"['blue', 'white']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10003597/2019/6/17/c73b0006-d7ed-47cc-8f1b-102f5b1dd7b21560764236651-Gini-and-Jony-Girls-Blue--White-Printed-Top-with-Shorts-7071-1.jpg,Gini and Jony,2
P156,Urban Dog Men Navy Blue Printed Regular Fit Sports Shorts,bottom,shorts,Men,399,"['blue', 'navy']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/a8697be1-3b8a-4f8d-9c9e-668e8b54519f1560401593490-1.jpg,Urban Dog,3
P157,HIGHLANDER Men Purple & Beige Slim Fit Printed Casual Shirt,top,shirt,Men,699,"['beige', 'purple']",['casual'],slim,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/ba298833-215a-4c06-a678-be2ea0acc13d1560342452235-1.jpg,HIGHLANDER,7
P158,VASTRAMAY Boys Brown & Blue Solid Kurta with Churidar & Jacket,outerwear,jacket,Boys,1469,"['blue', 'brown']","['ethnic', 'minimalist']",regular,"['casual', 'festival', 'office', 'wedding']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/d0e2c706-f5af-425a-92f8-0b762fcb70b61560319104211-1.jpg,VASTRAMAY,7
P159,DKNY Unisex Black & Grey Printed Cabin Trolley Bag,bag,bag,Unisex,10800,"['black', 'grey']",['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10017415/2020/3/6/077c9329-975f-4697-83e0-7de552813f711583495744937DKNYUnisexBlackGreyPrintedCabinTrolleyBag1.jpg,DKNY,7
P160,Palm Tree Girls Burgundy Printed Round Neck T-shirt,top,t-shirt,Girls,349,['multicolor'],['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/10003505/2019/6/17/b9b86eb5-b6b6-4d1b-ac97-b8f5b6ecd1fb1560763995661-Palm-Tree-Girls-Burgundy-Printed-Round-Neck-T-shirt-31115607-1.jpg,Palm Tree,2
P161,Parx Men Pink & Blue Striped Polo Collar T-shirt,top,t-shirt,Men,559,"['blue', 'pink']",['casual'],regular,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/b2c45d72-b650-4964-8a4c-4a4b3d39902a1560300611075-1.jpg,Parx,7
P162,even Men Grey Woven Design Nehru Jacket,outerwear,nehru-jacket,Men,1039,['grey'],['ethnic'],regular,"['festival', 'wedding']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/a04fc43a-7b20-4289-9f68-94cfb2ff91401560300992949-1.jpg,even,2
P163,ID Men Tan Brown Solid Comfort Leather Sandals,footwear,sandals,Men,1785,['brown'],['minimalist'],,"['casual', 'office']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/f383d26b-7d98-4745-b7c1-fff3b96bc2b81560402829710-1.jpg,ID,6
P164,Parx Men White & Orange Slim Fit Checked Casual Shirt,top,shirt,Men,699,"['orange', 'white']",['casual'],slim,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/12/a8958c28-500e-418c-8385-bb0b397feb1e1560329612547-1.jpg,Parx,4
P165,ether Women Maroon Solid Suede Finish Open Toe Flats,footwear,flats,Women,1399,['maroon'],['minimalist'],,"['casual', 'office']",http://assets.myntassets.com/assets/images/10007663/2020/1/21/17366595-450b-44b4-bbb1-bef9441d8fbd1579583860832-ether-Women-Flats-1721579583860014-1.jpg,ether,6
P166,Crimsoune Club Men Orange & White Slim Fit Checked Casual Shirt,top,shirt,Men,1599,"['orange', 'white']",['casual'],slim,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/11c07fad-41a1-4a5d-91d3-4691c84768b51560365592918-1.jpg,Crimsoune Club,2
P167,Urban Dog Men Navy Blue Solid Regular Fit Sports Shorts,bottom,shorts,Men,399,"['blue', 'navy']",['minimalist'],regular,"['casual', 'office']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/694f9fef-425b-477a-923c-df37a9a26edf1560383967111-1.jpg,Urban Dog,4
P168,Carrera Men Grey Sneakers,footwear,sneakers,Men,4499,['grey'],['casual'],,"['casual', 'college', 'travel']",http://assets.myntassets.com/assets/images/productimage/2019/6/13/1e438d69-c7cf-4de9-a4f5-ec533e7dbb7c1560402821571-1.jpg,Carrera,4
